period_start,n_tickers,option_pnl,mm_contrib,total_pnl,cumulative_pct,avg_premium_pct,tickers
2023-02-20,30,0.0000,0.3846,0.3846,54.5280,0.0000,AAPL|MSFT|AMZN|UNH|GOOGL|TSLA|META|V|NVDA|PG|HD|MA|XOM|JPM|WMT|ACN|ORCL|CRM|LLY|JNJ|TMO|ADBE|BAC|ABBV|CVX|NKE|COST|PEP|MRK|DIS
2023-03-20,30,3.6917,0.3618,4.0535,58.5815,1.4843,AAPL|MSFT|AMZN|UNH|GOOGL|META|TSLA|NVDA|V|PG|MA|HD|XOM|CRM|WMT|JPM|ORCL|ACN|LLY|ADBE|TMO|JNJ|ABBV|PEP|NKE|COST|CVX|KO|MRK|BAC
2023-04-17,30,0.9375,0.3457,1.2832,59.8646,2.5309,AAPL|MSFT|AMZN|UNH|GOOGL|META|TSLA|NVDA|V|PG|MA|XOM|JPM|HD|CRM|WMT|ACN|ORCL|LLY|ADBE|TMO|JNJ|ABBV|CVX|PEP|NKE|MRK|KO|COST|BAC
2023-05-15,30,10.2309,0.3646,10.5955,70.4602,1.3029,AAPL|MSFT|AMZN|UNH|GOOGL|META|NVDA|V|TSLA|PG|MA|CRM|LLY|WMT|XOM|JPM|ORCL|HD|ACN|JNJ|PEP|ADBE|TMO|MRK|ABBV|KO|COST|CVX|ABT|NKE
2023-06-12,30,2.3395,0.3547,2.6942,73.1544,1.9418,AAPL|MSFT|AMZN|UNH|GOOGL|META|NVDA|TSLA|V|ORCL|PG|MA|ACN|CRM|LLY|HD|JPM|WMT|XOM|ADBE|JNJ|AVGO|TMO|PEP|COST|CVX|MRK|ABBV|KO|BAC
2023-07-10,30,2.3186,0.3559,2.6745,75.8289,1.8645,AAPL|MSFT|AMZN|UNH|META|GOOGL|NVDA|TSLA|V|PG|ORCL|MA|CRM|ACN|JPM|HD|LLY|ADBE|WMT|XOM|AVGO|JNJ|PEP|COST|TMO|MRK|CVX|ABT|KO|NOW
2023-08-07,30,0.9547,0.3545,1.3092,77.1381,1.9561,AAPL|MSFT|AMZN|UNH|GOOGL|META|NVDA|TSLA|V|PG|ORCL|JPM|MA|HD|ADBE|ACN|CRM|WMT|LLY|XOM|JNJ|AVGO|COST|TMO|PEP|ABBV|BAC|CVX|CMCSA|KO
2023-09-04,30,-0.4190,0.3830,-0.0360,77.1021,0.1061,AAPL|MSFT|AMZN|GOOGL|UNH|NVDA|META|TSLA|V|LLY|PG|ORCL|MA|ADBE|HD|ACN|CRM|JPM|XOM|WMT|AVGO|JNJ|TMO|COST|CVX|ABBV|PEP|CMCSA|NOW|MRK
2023-10-02,30,-2.5898,0.3719,-2.2179,74.8842,0.8259,AAPL|MSFT|AMZN|UNH|GOOGL|META|NVDA|TSLA|V|LLY|PG|MA|XOM|ORCL|ADBE|ACN|WMT|JPM|HD|CRM|COST|AVGO|JNJ|CVX|ABBV|TMO|PEP|CMCSA|MRK|NOW
2023-10-30,30,8.3157,0.3708,8.6864,83.5707,0.8996,AAPL|MSFT|AMZN|UNH|GOOGL|META|NVDA|TSLA|V|LLY|PG|ADBE|WMT|MA|ORCL|ACN|JPM|XOM|CRM|HD|AVGO|COST|JNJ|ABBV|NOW|PEP|CVX|MRK|KO|CMCSA
2023-11-27,30,12.1394,0.3569,12.4963,96.0670,1.8010,AAPL|MSFT|AMZN|UNH|GOOGL|META|NVDA|TSLA|V|LLY|ADBE|PG|MA|ORCL|ACN|JPM|CRM|HD|WMT|XOM|AVGO|COST|NOW|JNJ|INTU|TMO|ABBV|NFLX|PEP|BAC
2023-12-25,30,0.0000,0.3846,0.3846,96.4516,0.0000,AAPL|MSFT|AMZN|UNH|GOOGL|META|NVDA|TSLA|V|CRM|LLY|ADBE|JPM|ACN|MA|HD|PG|ORCL|WMT|AVGO|XOM|COST|NOW|JNJ|INTU|ABBV|BAC|TMO|NFLX|ABT
2024-01-22,30,9.8034,0.3613,10.1647,106.6163,1.9750,MSFT|AAPL|AMZN|NVDA|META|GOOGL|UNH|TSLA|V|LLY|CRM|ACN|MA|JPM|ADBE|HD|PG|ORCL|AVGO|WMT|COST|XOM|NOW|ABBV|JNJ|TMO|INTU|MRK|BAC|ABT
2024-02-19,30,-0.5144,0.3892,-0.1252,106.4911,0.1950,MSFT|AAPL|AMZN|NVDA|META|UNH|GOOGL|LLY|V|TSLA|CRM|MA|JPM|ACN|PG|HD|ORCL|ADBE|WMT|AVGO|XOM|COST|ABBV|NOW|NFLX|INTU|MRK|JNJ|TMO|BAC
2024-03-18,30,-3.2335,0.3673,-2.8663,103.6249,1.5950,MSFT|AAPL|AMZN|NVDA|META|GOOGL|UNH|LLY|V|CRM|JPM|TSLA|MA|ORCL|ACN|PG|HD|WMT|AVGO|XOM|ADBE|COST|ABBV|NFLX|NOW|BAC|TMO|JNJ|INTU|MRK
2024-04-15,30,-0.9841,0.3808,-0.6033,103.0215,0.7356,MSFT|AAPL|AMZN|NVDA|META|GOOGL|UNH|LLY|V|CRM|JPM|MA|TSLA|PG|ORCL|WMT|HD|AVGO|XOM|ACN|ADBE|COST|NFLX|NOW|BAC|ABBV|MRK|TMO|INTU|JNJ
2024-05-13,30,2.1803,0.3632,2.5434,105.5650,1.8551,MSFT|AAPL|AMZN|NVDA|META|GOOGL|UNH|LLY|V|JPM|CRM|TSLA|PG|MA|WMT|AVGO|ORCL|HD|XOM|ACN|COST|ADBE|NFLX|BAC|NOW|TMO|MRK|ABBV|INTU|JNJ
2024-06-10,30,11.5149,0.3680,11.8829,117.4479,1.5498,MSFT|AAPL|AMZN|NVDA|META|GOOGL|UNH|LLY|V|JPM|TSLA|PG|WMT|MA|AVGO|ORCL|CRM|HD|COST|XOM|ACN|ADBE|NFLX|BAC|QCOM|ABBV|MRK|NOW|TMO|JNJ
2024-07-08,30,-6.9251,0.3598,-6.5653,110.8826,2.0729,MSFT|AAPL|AMZN|NVDA|META|GOOGL|UNH|LLY|TSLA|V|AVGO|JPM|ORCL|WMT|PG|MA|CRM|ADBE|COST|HD|XOM|ACN|NFLX|BAC|NOW|QCOM|ABBV|INTU|MRK|TMO
2024-08-05,30,0.4637,0.3757,0.8394,111.7220,1.0585,AAPL|MSFT|AMZN|NVDA|META|GOOGL|UNH|LLY|TSLA|V|JPM|PG|WMT|ORCL|MA|AVGO|HD|CRM|XOM|ACN|COST|ADBE|ABBV|NOW|NFLX|TMO|BAC|JNJ|KO|INTU
2024-09-02,30,1.1920,0.3887,1.5807,113.3027,0.2291,AAPL|MSFT|NVDA|AMZN|META|UNH|GOOGL|LLY|TSLA|V|JPM|WMT|AVGO|ORCL|MA|PG|HD|CRM|COST|ACN|ADBE|XOM|NFLX|ABBV|NOW|BAC|TMO|JNJ|KO|INTU
2024-09-30,30,-0.8707,0.3645,-0.5062,112.7965,1.7747,AAPL|MSFT|AMZN|NVDA|META|GOOGL|UNH|TSLA|LLY|ORCL|V|WMT|JPM|AVGO|MA|HD|PG|CRM|ACN|COST|XOM|ADBE|NOW|NFLX|ABBV|BAC|TMO|JNJ|KO|INTU
2024-10-28,30,11.7372,0.3582,12.0954,124.8919,2.1710,AAPL|MSFT|NVDA|AMZN|META|GOOGL|UNH|TSLA|LLY|ORCL|V|JPM|WMT|AVGO|CRM|MA|HD|PG|ACN|COST|XOM|NOW|NFLX|ADBE|BAC|ABBV|BX|JNJ|TMO|KO
2024-11-25,30,1.9505,0.3643,2.3148,127.2068,1.7817,AAPL|MSFT|NVDA|AMZN|META|UNH|GOOGL|TSLA|ORCL|V|JPM|WMT|LLY|CRM|MA|HD|AVGO|PG|COST|ACN|XOM|NFLX|NOW|ADBE|BAC|BX|ABBV|JNJ|INTU|ABT
2024-12-23,30,-5.2764,0.3665,-4.9099,122.2969,1.6470,AAPL|MSFT|AMZN|NVDA|META|GOOGL|TSLA|UNH|AVGO|V|LLY|WMT|JPM|ORCL|CRM|MA|HD|PG|COST|ACN|NFLX|NOW|XOM|BAC|ADBE|ABBV|BX|INTU|JNJ|GOOG
2025-01-20,30,0.4862,0.3298,0.8160,123.1129,0.0709,AAPL|MSFT|AMZN|NVDA|META|GOOGL|TSLA|UNH|AVGO|JPM|V|WMT|LLY|ORCL|CRM|MA|HD|PG|COST|ACN|NOW|NFLX|XOM|BAC|ADBE|BX|ABBV|TMO|JNJ|GOOG
2025-02-17,30,0.0000,0.3308,0.3308,123.4437,0.0000,AAPL|MSFT|AMZN|NVDA|META|GOOGL|UNH|TSLA|V|JPM|WMT|AVGO|LLY|ORCL|CRM|MA|COST|HD|NFLX|ACN|PG|XOM|NOW|BAC|ADBE|ABBV|ABT|BX|JNJ|KO
2025-03-17,30,-0.7229,0.3268,-0.3960,123.0476,0.2971,AAPL|MSFT|AMZN|NVDA|META|GOOGL|UNH|V|LLY|TSLA|JPM|WMT|AVGO|ORCL|MA|CRM|PG|NFLX|HD|COST|ACN|XOM|ABBV|NOW|BAC|ADBE|JNJ|ABT|KO|IBM
2025-04-14,30,3.8569,0.3176,4.1745,127.2222,0.9921,AAPL|MSFT|AMZN|NVDA|META|UNH|GOOGL|V|TSLA|WMT|JPM|LLY|AVGO|MA|PG|ORCL|COST|CRM|HD|NFLX|ACN|XOM|ABBV|NOW|BAC|KO|ABT|JNJ|ADBE|INTU
2025-05-12,30,-5.6522,0.2977,-5.3545,121.8677,2.4963,MSFT|AAPL|AMZN|NVDA|META|GOOGL|TSLA|UNH|V|AVGO|JPM|WMT|LLY|MA|ORCL|NFLX|CRM|COST|HD|PG|ACN|NOW|XOM|BAC|ABBV|ADBE|ABT|INTU|JNJ|KO
2025-06-09,30,19.8597,0.3026,20.1622,142.0299,2.1322,MSFT|AAPL|AMZN|NVDA|META|GOOGL|TSLA|V|AVGO|JPM|WMT|ORCL|LLY|UNH|MA|NFLX|CRM|COST|PG|HD|ACN|NOW|XOM|BAC|ABBV|INTU|ADBE|ABT|KO|IBM
2025-07-07,30,-0.5309,0.3019,-0.2290,141.8009,2.1801,MSFT|AAPL|NVDA|AMZN|META|GOOGL|AVGO|ORCL|TSLA|JPM|V|WMT|LLY|UNH|NFLX|MA|CRM|COST|PG|HD|NOW|XOM|BAC|ACN|ABBV|INTU|IBM|ABT|KO|ADBE
2025-08-04,30,0.1548,0.3121,0.4670,142.2679,1.4073,MSFT|NVDA|AAPL|AMZN|META|GOOGL|AVGO|ORCL|TSLA|JPM|V|WMT|LLY|MA|NFLX|UNH|HD|COST|CRM|PG|XOM|BAC|NOW|ABBV|ACN|INTU|JNJ|BX|ABT|KO
2025-09-01,30,0.0000,0.3308,0.3308,142.5987,0.0000,MSFT|AAPL|NVDA|AMZN|META|GOOGL|TSLA|AVGO|ORCL|JPM|V|WMT|UNH|MA|LLY|NFLX|HD|PG|CRM|COST|XOM|BAC|ABBV|NOW|ACN|JNJ|BX|ABT|INTU|GOOG
2025-09-29,30,0.2091,0.3022,0.5113,143.1100,2.1562,MSFT|AAPL|NVDA|AMZN|META|GOOGL|TSLA|AVGO|ORCL|JPM|WMT|V|UNH|LLY|MA|NFLX|HD|PG|COST|CRM|BAC|XOM|ABBV|NOW|JNJ|GOOG|ACN|BX|INTU|ABT
2025-10-27,30,-0.6519,0.2927,-0.3593,142.7508,2.8798,AAPL|MSFT|NVDA|AMZN|META|GOOGL|TSLA|AVGO|ORCL|JPM|UNH|V|WMT|LLY|MA|NFLX|HD|CRM|PG|COST|BAC|XOM|ABBV|NOW|GOOG|JNJ|IBM|ACN|INTU|WFC
2025-11-24,30,-3.2176,0.3178,-2.8999,139.8509,0.9812,AAPL|MSFT|NVDA|AMZN|GOOGL|META|AVGO|TSLA|LLY|JPM|WMT|ORCL|V|UNH|MA|NFLX|PG|HD|COST|XOM|GOOG|BAC|CRM|ABBV|JNJ|NOW|IBM|ACN|KO|TMO
2025-12-22,30,-0.7252,0.3112,-0.4140,139.4369,1.4804,AAPL|MSFT|NVDA|AMZN|GOOGL|META|TSLA|AVGO|LLY|JPM|WMT|V|ORCL|UNH|MA|CRM|HD|NFLX|BAC|XOM|PG|COST|ABBV|GOOG|JNJ|ACN|IBM|WFC|NOW|INTU
2026-01-19,30,0.0000,0.3308,0.3308,139.7676,0.0000,AAPL|MSFT|NVDA|AMZN|GOOGL|META|TSLA|AVGO|LLY|WMT|JPM|V|ORCL|UNH|MA|HD|XOM|COST|PG|GOOG|NFLX|BAC|CRM|JNJ|ABBV|ACN|IBM|TMO|WFC|BX
2026-02-16,30,0.0000,0.3308,0.3308,140.0984,0.0000,AAPL|NVDA|MSFT|AMZN|GOOGL|META|TSLA|AVGO|WMT|LLY|JPM|V|UNH|ORCL|XOM|MA|HD|COST|PG|JNJ|BAC|ABBV|GOOG|NFLX|CRM|KO|CVX|ACN|WFC|MRK
