period_start,period_end,ticker,stock_entry,strike,premium,premium_pct,active_slot,n_signals_period,weight_pct,capital_alloc_per_$100,stock_expiry,stock_move_pct,option_payoff_at_expiry,pnl_dollar_per_share,pnl_pct_of_stock,contribution_to_portfolio_pct
2020-12-28,2021-01-22,BX,64.67,65.0,2.51,3.8812,1,34,3.3333333333333335,3.3333333333333335,64.98,0.48,0.0,-2.51,-3.8735,-0.129117
2020-12-28,2021-01-22,CMCSA,51.11,51.0,1.86,3.6392,1,34,3.3333333333333335,3.3333333333333335,48.97,-4.19,0.0,-1.86,-3.649,-0.121633
2020-12-28,2021-01-22,COST,371.06,370.0,6.65,1.7922,0,34,0.0,0.0,361.88,-2.47,0.0,-6.65,-1.7922,0.0
2020-12-28,2021-01-22,CVX,84.9,85.0,3.15,3.7102,1,34,3.3333333333333335,3.3333333333333335,90.9,7.07,5.9,2.75,3.2391,0.10797
2020-12-28,2021-01-22,DIS,178.86,180.0,6.76,3.7795,1,34,3.3333333333333335,3.3333333333333335,171.89,-3.9,0.0,-6.76,-3.7795,-0.125983
2020-12-28,2021-01-22,GOOG,1776.09,1775.0,81.36,4.5808,1,34,3.3333333333333335,3.3333333333333335,1899.4,6.94,124.4,43.04,2.4236,0.080787
2020-12-28,2021-01-22,GOOGL,1773.96,1775.0,75.42,4.2515,1,34,3.3333333333333335,3.3333333333333335,1892.6,6.69,117.6,42.18,2.3777,0.079257
2020-12-28,2021-01-22,IBM,124.82,125.0,4.19,3.3568,1,34,3.3333333333333335,3.3333333333333335,118.58,-5.0,0.0,-4.19,-3.3568,-0.111893
2020-12-28,2021-01-22,INTU,381.12,377.5,10.84,2.8442,1,34,3.3333333333333335,3.3333333333333335,374.43,-1.76,0.0,-10.84,-2.8442,-0.094807
2020-12-28,2021-01-22,JNJ,153.19,152.5,3.15,2.0563,0,34,0.0,0.0,165.98,8.35,13.48,10.32,6.74,0.0
2020-12-28,2021-01-22,JPM,125.34,125.0,3.93,3.1355,1,34,3.3333333333333335,3.3333333333333335,132.12,5.41,7.12,3.19,2.5451,0.084837
2020-12-28,2021-01-22,KO,54.16,54.0,1.05,1.9387,0,34,0.0,0.0,48.78,-9.93,0.0,-1.05,-1.9387,0.0
2020-12-28,2021-01-22,LLY,166.5,167.5,5.96,3.5796,1,34,3.3333333333333335,3.3333333333333335,212.35,27.54,44.85,38.89,23.3574,0.77858
2020-12-28,2021-01-22,MA,344.47,345.0,10.46,3.0365,1,34,3.3333333333333335,3.3333333333333335,329.19,-4.44,0.0,-10.46,-3.038,-0.101267
2020-12-28,2021-01-22,MRK,80.45,80.5,2.18,2.7098,1,34,3.3333333333333335,3.3333333333333335,81.15,0.87,0.65,-1.53,-1.8956,-0.063187
2020-12-28,2021-01-22,MSFT,224.96,225.0,5.72,2.5427,1,34,3.3333333333333335,3.3333333333333335,229.53,2.03,4.53,-1.19,-0.529,-0.017633
2020-12-28,2021-01-22,NFLX,519.12,520.0,24.94,4.8043,1,34,3.3333333333333335,3.3333333333333335,556.78,7.25,36.78,11.84,2.2808,0.076027
2020-12-28,2021-01-22,NOW,543.74,545.0,20.9,3.8437,1,34,3.3333333333333335,3.3333333333333335,537.88,-1.08,0.0,-20.9,-3.8437,-0.128123
2020-12-28,2021-01-22,NVDA,516.0,515.0,18.87,3.657,1,34,3.3333333333333335,3.3333333333333335,546.13,5.84,31.13,12.26,2.376,0.0792
2020-12-28,2021-01-22,PEP,146.91,147.0,2.76,1.8787,0,34,0.0,0.0,140.18,-4.58,0.0,-2.76,-1.8821,0.0
2020-12-28,2021-01-22,PG,138.68,139.0,5.16,3.7208,1,34,3.3333333333333335,3.3333333333333335,132.24,-4.64,0.0,-5.16,-3.7208,-0.124027
2020-12-28,2021-01-22,QCOM,147.74,148.0,4.38,2.9647,1,34,3.3333333333333335,3.3333333333333335,164.4,11.28,16.4,12.02,8.1359,0.271197
2020-12-28,2021-01-22,TSLA,663.69,662.5,38.71,5.8325,1,34,3.3333333333333335,3.3333333333333335,880.8,32.71,218.3,179.6,27.0601,0.902003
2020-12-28,2021-01-22,UNH,345.95,345.0,14.57,4.2116,1,34,3.3333333333333335,3.3333333333333335,347.81,0.54,2.81,-11.76,-3.4008,-0.11336
2020-12-28,2021-01-22,V,212.63,212.5,4.98,2.3421,1,34,3.3333333333333335,3.3333333333333335,200.98,-5.48,0.0,-4.98,-2.3444,-0.078147
2020-12-28,2021-01-22,WFC,29.93,30.0,1.32,4.4103,1,34,3.3333333333333335,3.3333333333333335,32.24,7.72,2.24,0.92,3.0571,0.101903
2020-12-28,2021-01-22,WMT,145.22,145.0,3.14,2.1622,1,34,3.3333333333333335,3.3333333333333335,146.2,0.67,1.2,-1.94,-1.3359,-0.04453
2020-12-28,2021-01-22,XOM,41.74,41.5,1.4,3.3541,1,34,3.3333333333333335,3.3333333333333335,46.9,12.36,5.4,4.0,9.5831,0.319437
2021-01-25,2021-02-19,AAPL,142.92,143.0,7.44,5.2057,1,26,3.3333333333333335,3.3333333333333335,126.0,-11.84,0.0,-7.44,-5.2057,-0.173523
2021-01-25,2021-02-19,ABBV,110.5,110.0,3.0,2.7149,1,26,3.3333333333333335,3.3333333333333335,107.06,-3.11,0.0,-3.0,-2.7149,-0.090497
2021-01-25,2021-02-19,ABT,114.72,115.0,3.98,3.4693,1,26,3.3333333333333335,3.3333333333333335,122.55,6.83,7.55,3.57,3.1119,0.10373
2021-01-25,2021-02-19,ADBE,473.44,472.5,14.48,3.0585,1,26,3.3333333333333335,3.3333333333333335,467.33,-1.29,0.0,-14.48,-3.0585,-0.10195
2021-01-25,2021-02-19,AMZN,3294.0,3295.0,139.2,4.2259,1,26,3.3333333333333335,3.3333333333333335,3180.74,-3.44,0.0,-139.2,-4.2259,-0.140863
2021-01-25,2021-02-19,AVGO,464.79,465.0,13.76,2.9605,1,26,3.3333333333333335,3.3333333333333335,476.36,2.49,11.36,-2.4,-0.5174,-0.017247
2021-01-25,2021-02-19,BAC,31.16,31.0,0.9,2.8883,1,26,3.3333333333333335,3.3333333333333335,35.15,12.8,4.15,3.25,10.43,0.347667
2021-01-25,2021-02-19,BX,64.98,65.0,2.37,3.6473,1,26,3.3333333333333335,3.3333333333333335,69.52,6.99,4.52,2.15,3.3087,0.11029
2021-01-25,2021-02-19,CRM,225.92,225.0,7.03,3.1117,1,26,3.3333333333333335,3.3333333333333335,240.95,6.65,15.95,8.92,3.9483,0.13161
2021-01-25,2021-02-19,CVX,90.9,91.0,4.78,5.2585,1,26,3.3333333333333335,3.3333333333333335,98.39,8.24,7.39,2.61,2.8713,0.09571
2021-01-25,2021-02-19,GOOG,1899.4,1900.0,82.6,4.3487,1,26,3.3333333333333335,3.3333333333333335,2101.2,10.62,201.2,118.6,6.2441,0.208137
2021-01-25,2021-02-19,HD,285.08,285.0,7.17,2.5151,1,26,3.3333333333333335,3.3333333333333335,275.85,-3.24,0.0,-7.17,-2.5151,-0.083837
2021-01-25,2021-02-19,JNJ,165.98,165.0,4.37,2.6328,1,26,3.3333333333333335,3.3333333333333335,161.87,-2.48,0.0,-4.37,-2.6328,-0.08776
2021-01-25,2021-02-19,JPM,132.12,132.0,3.76,2.8459,1,26,3.3333333333333335,3.3333333333333335,149.41,13.09,17.41,13.65,10.3315,0.344383
2021-01-25,2021-02-19,LLY,212.35,210.0,5.77,2.7172,1,26,3.3333333333333335,3.3333333333333335,200.68,-5.5,0.0,-5.77,-2.7196,-0.090653
2021-01-25,2021-02-19,MRK,81.15,81.0,1.97,2.4276,1,26,3.3333333333333335,3.3333333333333335,74.93,-7.66,0.0,-1.97,-2.4214,-0.080713
2021-01-25,2021-02-19,MSFT,229.53,230.0,8.64,3.7642,1,26,3.3333333333333335,3.3333333333333335,234.51,2.17,4.51,-4.13,-1.7972,-0.059907
2021-01-25,2021-02-19,NFLX,556.78,555.0,19.66,3.531,1,26,3.3333333333333335,3.3333333333333335,533.78,-4.13,0.0,-19.66,-3.531,-0.1177
2021-01-25,2021-02-19,NVDA,546.13,545.0,23.64,4.3286,1,26,3.3333333333333335,3.3333333333333335,574.23,5.15,29.23,5.59,1.0245,0.03415
2021-01-25,2021-02-19,ORCL,60.9,61.0,1.84,3.0213,1,26,3.3333333333333335,3.3333333333333335,64.45,5.83,3.45,1.61,2.6437,0.088123
2021-01-25,2021-02-19,QCOM,164.4,165.0,8.95,5.444,1,26,3.3333333333333335,3.3333333333333335,139.46,-15.17,0.0,-8.95,-5.444,-0.181467
2021-01-25,2021-02-19,TSLA,880.8,880.0,75.85,8.6115,1,26,3.3333333333333335,3.3333333333333335,781.29,-11.3,0.0,-75.85,-8.6115,-0.28705
2021-01-25,2021-02-19,UNH,347.81,347.5,10.55,3.0333,1,26,3.3333333333333335,3.3333333333333335,327.64,-5.8,0.0,-10.55,-3.0318,-0.10106
2021-01-25,2021-02-19,WFC,32.24,32.0,1.05,3.2568,1,26,3.3333333333333335,3.3333333333333335,37.26,15.57,5.26,4.21,13.0583,0.435277
2021-01-25,2021-02-19,WMT,146.2,146.0,4.38,2.9959,1,26,3.3333333333333335,3.3333333333333335,137.69,-5.82,0.0,-4.38,-2.9959,-0.099863
2021-01-25,2021-02-19,XOM,46.9,47.0,2.54,5.4158,1,26,3.3333333333333335,3.3333333333333335,54.3,15.78,7.3,4.76,10.1493,0.33831
2021-02-22,2021-03-19,ABT,122.55,123.0,3.72,3.0355,1,20,3.3333333333333335,3.3333333333333335,121.47,-0.88,0.0,-3.72,-3.0396,-0.10132
2021-02-22,2021-03-19,AVGO,476.36,480.0,24.02,5.0424,1,20,3.3333333333333335,3.3333333333333335,475.28,-0.23,0.0,-24.02,-5.0424,-0.16808
2021-02-22,2021-03-19,BAC,35.15,35.0,1.07,3.0441,1,20,3.3333333333333335,3.3333333333333335,37.66,7.14,2.66,1.59,4.5092,0.150307
2021-02-22,2021-03-19,BX,69.52,70.0,2.44,3.5098,1,20,3.3333333333333335,3.3333333333333335,73.55,5.8,3.55,1.11,1.5967,0.053223
2021-02-22,2021-03-19,CMCSA,52.5,52.5,1.33,2.5333,1,20,3.3333333333333335,3.3333333333333335,56.37,7.37,3.87,2.54,4.8381,0.16127
2021-02-22,2021-03-19,CRM,240.95,240.0,9.33,3.8722,1,20,3.3333333333333335,3.3333333333333335,215.17,-10.7,0.0,-9.33,-3.8701,-0.129003
2021-02-22,2021-03-19,CVX,98.39,98.5,3.31,3.3642,1,20,3.3333333333333335,3.3333333333333335,102.54,4.22,4.04,0.74,0.747,0.0249
2021-02-22,2021-03-19,IBM,120.86,121.0,3.77,3.1193,1,20,3.3333333333333335,3.3333333333333335,130.55,8.02,9.55,5.78,4.7824,0.159413
2021-02-22,2021-03-19,INTU,401.55,400.0,10.73,2.6721,1,20,3.3333333333333335,3.3333333333333335,383.02,-4.61,0.0,-10.73,-2.6709,-0.08903
2021-02-22,2021-03-19,JPM,149.41,149.0,3.79,2.5366,1,20,3.3333333333333335,3.3333333333333335,150.97,1.04,1.97,-1.82,-1.2215,-0.040717
2021-02-22,2021-03-19,KO,50.63,50.5,1.24,2.4491,1,20,3.3333333333333335,3.3333333333333335,51.0,0.73,0.5,-0.74,-1.4715,-0.04905
2021-02-22,2021-03-19,MA,340.66,340.0,8.17,2.3983,1,20,3.3333333333333335,3.3333333333333335,358.4,5.21,18.4,10.23,3.003,0.1001
2021-02-22,2021-03-19,MSFT,234.51,235.0,6.46,2.7547,1,20,3.3333333333333335,3.3333333333333335,235.99,0.63,0.99,-5.46,-2.3304,-0.07768
2021-02-22,2021-03-19,NKE,136.67,137.0,5.62,4.1121,1,20,3.3333333333333335,3.3333333333333335,138.27,1.17,1.27,-4.34,-3.1792,-0.105973
2021-02-22,2021-03-19,NOW,550.26,550.0,19.97,3.6292,1,20,3.3333333333333335,3.3333333333333335,476.65,-13.38,0.0,-19.97,-3.6292,-0.120973
2021-02-22,2021-03-19,NVDA,574.23,575.0,32.52,5.6632,1,20,3.3333333333333335,3.3333333333333335,527.45,-8.15,0.0,-32.52,-5.6641,-0.188803
2021-02-22,2021-03-19,ORCL,64.45,65.0,2.74,4.2514,1,20,3.3333333333333335,3.3333333333333335,66.32,2.9,1.32,-1.42,-2.1955,-0.073183
2021-02-22,2021-03-19,V,208.32,207.5,4.48,2.1505,1,20,3.3333333333333335,3.3333333333333335,208.0,-0.15,0.5,-3.98,-1.9105,-0.063683
2021-02-22,2021-03-19,WFC,37.26,37.5,1.7,4.5625,1,20,3.3333333333333335,3.3333333333333335,38.97,4.59,1.47,-0.23,-0.6173,-0.020577
2021-02-22,2021-03-19,XOM,54.3,54.5,2.22,4.0884,1,20,3.3333333333333335,3.3333333333333335,55.91,2.97,1.41,-0.81,-1.4917,-0.049723
2021-03-22,2021-04-16,BAC,37.66,37.5,1.04,2.7616,1,21,3.3333333333333335,3.3333333333333335,39.17,4.01,1.67,0.63,1.6729,0.055763
2021-03-22,2021-04-16,BX,73.55,73.0,1.86,2.5289,1,21,3.3333333333333335,3.3333333333333335,79.3,7.82,6.3,4.44,6.0299,0.200997
2021-03-22,2021-04-16,CMCSA,56.37,56.5,1.76,3.1222,1,21,3.3333333333333335,3.3333333333333335,54.14,-3.96,0.0,-1.76,-3.1134,-0.10378
2021-03-22,2021-04-16,CVX,102.54,103.0,3.33,3.2475,1,21,3.3333333333333335,3.3333333333333335,103.26,0.7,0.26,-3.07,-2.994,-0.0998
2021-03-22,2021-04-16,DIS,192.86,192.5,5.62,2.914,1,21,3.3333333333333335,3.3333333333333335,187.43,-2.82,0.0,-5.62,-2.914,-0.097133
2021-03-22,2021-04-16,GOOG,2038.59,2040.0,49.71,2.4385,1,21,3.3333333333333335,3.3333333333333335,2302.4,12.94,262.4,212.7,10.4334,0.34778
2021-03-22,2021-04-16,GOOGL,2030.69,2030.0,51.78,2.5499,1,21,3.3333333333333335,3.3333333333333335,2282.8,12.41,252.8,201.02,9.8991,0.32997
2021-03-22,2021-04-16,HD,288.94,290.0,7.01,2.4261,1,21,3.3333333333333335,3.3333333333333335,326.85,13.12,36.85,29.84,10.3274,0.344247
2021-03-22,2021-04-16,IBM,130.55,131.0,2.99,2.2903,1,21,3.3333333333333335,3.3333333333333335,133.12,1.97,2.12,-0.86,-0.6626,-0.022087
2021-03-22,2021-04-16,JPM,150.97,150.0,3.66,2.4243,1,21,3.3333333333333335,3.3333333333333335,152.65,1.11,2.65,-1.02,-0.6723,-0.02241
2021-03-22,2021-04-16,KO,51.0,51.0,1.0,1.9608,1,21,3.3333333333333335,3.3333333333333335,54.0,5.88,3.0,2.0,3.9216,0.13072
2021-03-22,2021-04-16,MA,358.4,357.5,9.25,2.5809,1,21,3.3333333333333335,3.3333333333333335,382.16,6.63,24.66,15.41,4.2997,0.143323
2021-03-22,2021-04-16,MRK,77.51,77.5,1.45,1.8707,1,21,3.3333333333333335,3.3333333333333335,77.66,0.19,0.16,-1.29,-1.6579,-0.055263
2021-03-22,2021-04-16,MSFT,235.99,235.0,4.4,1.8645,1,21,3.3333333333333335,3.3333333333333335,258.74,9.64,23.74,19.33,8.1931,0.273103
2021-03-22,2021-04-16,NKE,138.27,138.0,3.02,2.1841,1,21,3.3333333333333335,3.3333333333333335,132.57,-4.12,0.0,-3.02,-2.1877,-0.072923
2021-03-22,2021-04-16,ORCL,66.32,66.5,1.74,2.6236,1,21,3.3333333333333335,3.3333333333333335,78.75,18.74,12.25,10.51,15.8474,0.528247
2021-03-22,2021-04-16,PEP,137.8,138.0,2.95,2.1408,1,21,3.3333333333333335,3.3333333333333335,144.75,5.04,6.75,3.8,2.7576,0.09192
2021-03-22,2021-04-16,PG,130.18,130.0,2.05,1.5747,1,21,3.3333333333333335,3.3333333333333335,136.61,4.94,6.61,4.56,3.5028,0.11676
2021-03-22,2021-04-16,UNH,366.86,367.5,9.78,2.6659,1,21,3.3333333333333335,3.3333333333333335,389.84,6.26,22.34,12.56,3.4236,0.11412
2021-03-22,2021-04-16,WFC,38.97,39.0,1.43,3.6695,1,21,3.3333333333333335,3.3333333333333335,43.88,12.6,4.88,3.45,8.8401,0.29467
2021-03-22,2021-04-16,XOM,55.91,56.0,1.88,3.3625,1,21,3.3333333333333335,3.3333333333333335,56.48,1.02,0.48,-1.4,-2.4951,-0.08317
2021-04-19,2021-05-14,AAPL,134.84,135.0,5.08,3.7674,1,34,3.3333333333333335,3.3333333333333335,126.27,-6.36,0.0,-5.08,-3.7674,-0.12558
2021-04-19,2021-05-14,ABBV,108.61,109.0,3.75,3.4527,1,34,3.3333333333333335,3.3333333333333335,116.89,7.62,7.89,4.13,3.8072,0.126907
2021-04-19,2021-05-14,ABT,124.53,123.0,5.47,4.3925,1,34,3.3333333333333335,3.3333333333333335,116.74,-6.26,0.0,-5.47,-4.3885,-0.146283
2021-04-19,2021-05-14,ADBE,516.17,515.0,11.6,2.2473,1,34,3.3333333333333335,3.3333333333333335,482.74,-6.48,0.0,-11.6,-2.2464,-0.07488
2021-04-19,2021-05-14,AMZN,3372.01,3370.0,117.0,3.4697,1,34,3.3333333333333335,3.3333333333333335,3270.39,-3.01,0.0,-117.0,-3.4696,-0.115653
2021-04-19,2021-05-14,BAC,39.17,39.0,0.9,2.2977,1,34,3.3333333333333335,3.3333333333333335,42.74,9.11,3.74,2.85,7.2632,0.242107
2021-04-19,2021-05-14,BX,79.3,79.0,1.92,2.4212,1,34,3.3333333333333335,3.3333333333333335,87.78,10.69,8.78,6.86,8.6507,0.288357
2021-04-19,2021-05-14,COST,369.55,370.0,6.53,1.767,1,34,3.3333333333333335,3.3333333333333335,383.96,3.9,13.96,7.43,2.0119,0.067063
2021-04-19,2021-05-14,CRM,230.5,230.0,5.25,2.2777,1,34,3.3333333333333335,3.3333333333333335,215.06,-6.7,0.0,-5.25,-2.2777,-0.075923
2021-04-19,2021-05-14,CVX,103.26,103.0,2.87,2.7794,1,34,3.3333333333333335,3.3333333333333335,110.81,7.31,7.81,4.94,4.784,0.159467
2021-04-19,2021-05-14,GOOG,2302.4,2300.0,73.8,3.2054,1,34,3.3333333333333335,3.3333333333333335,2321.41,0.83,21.41,-52.39,-2.2754,-0.075847
2021-04-19,2021-05-14,HD,326.85,327.5,6.47,1.9795,1,34,3.3333333333333335,3.3333333333333335,320.01,-2.09,0.0,-6.47,-1.981,-0.066033
2021-04-19,2021-05-14,IBM,133.12,133.0,4.54,3.4105,1,34,3.3333333333333335,3.3333333333333335,145.11,9.01,12.11,7.57,5.6866,0.189553
2021-04-19,2021-05-14,INTU,402.29,400.0,4.75,1.1807,0,34,0.0,0.0,419.42,4.26,19.42,14.67,3.6454,0.0
2021-04-19,2021-05-14,JNJ,162.69,162.5,2.63,1.6166,0,34,0.0,0.0,170.39,4.73,7.89,5.26,3.2301,0.0
2021-04-19,2021-05-14,JPM,152.65,152.5,3.21,2.1028,1,34,3.3333333333333335,3.3333333333333335,164.67,7.87,12.17,8.96,5.8729,0.195763
2021-04-19,2021-05-14,KO,54.0,54.0,0.9,1.6667,0,34,0.0,0.0,54.64,1.19,0.64,-0.26,-0.4815,0.0
2021-04-19,2021-05-14,LLY,189.64,190.0,6.42,3.3854,1,34,3.3333333333333335,3.3333333333333335,195.53,3.11,5.53,-0.89,-0.4693,-0.015643
2021-04-19,2021-05-14,MA,382.16,382.5,11.02,2.8836,1,34,3.3333333333333335,3.3333333333333335,363.3,-4.94,0.0,-11.02,-2.8836,-0.09612
2021-04-19,2021-05-14,MRK,77.66,77.5,2.1,2.7041,1,34,3.3333333333333335,3.3333333333333335,79.87,2.85,2.37,0.27,0.3477,0.01159
2021-04-19,2021-05-14,MSFT,258.74,257.5,5.73,2.2146,1,34,3.3333333333333335,3.3333333333333335,245.18,-5.24,0.0,-5.73,-2.2146,-0.07382
2021-04-19,2021-05-14,NFLX,554.44,555.0,27.55,4.969,1,34,3.3333333333333335,3.3333333333333335,488.94,-11.81,0.0,-27.55,-4.969,-0.165633
2021-04-19,2021-05-14,NOW,549.37,550.0,27.16,4.9438,1,34,3.3333333333333335,3.3333333333333335,454.4,-17.29,0.0,-27.16,-4.9448,-0.164827
2021-04-19,2021-05-14,NVDA,614.47,615.0,24.27,3.9497,1,34,3.3333333333333335,3.3333333333333335,566.62,-7.79,0.0,-24.27,-3.9489,-0.13163
2021-04-19,2021-05-14,ORCL,78.75,79.0,1.82,2.3111,1,34,3.3333333333333335,3.3333333333333335,79.08,0.42,0.08,-1.74,-2.2159,-0.073863
2021-04-19,2021-05-14,PEP,144.75,145.0,2.46,1.6995,0,34,0.0,0.0,146.17,0.98,1.17,-1.29,-0.8877,0.0
2021-04-19,2021-05-14,PG,136.61,137.0,3.49,2.5547,1,34,3.3333333333333335,3.3333333333333335,137.73,0.82,0.73,-2.77,-2.024,-0.067467
2021-04-19,2021-05-14,QCOM,135.25,135.0,5.42,4.0074,1,34,3.3333333333333335,3.3333333333333335,129.8,-4.03,0.0,-5.42,-4.0111,-0.133703
2021-04-19,2021-05-14,TSLA,714.63,715.0,52.48,7.3437,1,34,3.3333333333333335,3.3333333333333335,576.83,-19.28,0.0,-52.48,-7.3444,-0.244813
2021-04-19,2021-05-14,UNH,389.84,390.0,7.58,1.9444,1,34,3.3333333333333335,3.3333333333333335,408.63,4.82,18.63,11.05,2.8345,0.094483
2021-04-19,2021-05-14,V,225.79,225.0,4.84,2.1436,1,34,3.3333333333333335,3.3333333333333335,226.44,0.29,1.44,-3.4,-1.5036,-0.05012
2021-04-19,2021-05-14,WFC,43.88,44.0,1.56,3.5552,1,34,3.3333333333333335,3.3333333333333335,47.9,9.16,3.9,2.34,5.3327,0.177757
2021-04-19,2021-05-14,WMT,139.71,140.0,2.9,2.0757,1,34,3.3333333333333335,3.3333333333333335,138.89,-0.59,0.0,-2.9,-2.0721,-0.06907
2021-04-19,2021-05-14,XOM,56.48,56.5,2.13,3.7712,1,34,3.3333333333333335,3.3333333333333335,62.19,10.11,5.69,3.56,6.3031,0.210103
2021-05-17,2021-06-11,ABBV,116.89,117.0,2.25,1.9249,1,23,3.3333333333333335,3.3333333333333335,115.4,-1.27,0.0,-2.25,-1.9206,-0.06402
2021-05-17,2021-06-11,BAC,42.74,42.5,1.02,2.3865,1,23,3.3333333333333335,3.3333333333333335,41.36,-3.23,0.0,-1.02,-2.3865,-0.07955
2021-05-17,2021-06-11,BX,87.78,88.0,2.61,2.9733,1,23,3.3333333333333335,3.3333333333333335,95.61,8.92,7.61,5.0,5.6961,0.18987
2021-05-17,2021-06-11,CMCSA,55.46,55.5,0.45,0.8114,1,23,3.3333333333333335,3.3333333333333335,57.28,3.28,1.78,1.33,2.3981,0.079937
2021-05-17,2021-06-11,COST,383.96,385.0,9.47,2.4664,1,23,3.3333333333333335,3.3333333333333335,383.76,-0.05,0.0,-9.47,-2.4664,-0.082213
2021-05-17,2021-06-11,CVX,110.81,111.0,6.9,6.2269,1,23,3.3333333333333335,3.3333333333333335,107.97,-2.56,0.0,-6.9,-6.2224,-0.207413
2021-05-17,2021-06-11,GOOG,2321.41,2320.0,120.32,5.1831,1,23,3.3333333333333335,3.3333333333333335,2527.04,8.86,207.04,86.71,3.7354,0.124513
2021-05-17,2021-06-11,GOOGL,2288.92,2290.0,57.14,2.4964,1,23,3.3333333333333335,3.3333333333333335,2448.91,6.99,158.91,101.77,4.4462,0.148207
