period_start,period_end,ticker,stock_entry,strike,premium,premium_pct,active_slot,n_signals_period,weight_pct,capital_alloc_per_$100,stock_expiry,stock_move_pct,option_payoff_at_expiry,pnl_dollar_per_share,pnl_pct_of_stock,contribution_to_portfolio_pct
2022-02-18,2022-03-18,NVDA,236.42,235.0,14.1,5.964,1,20,3.3333333333333335,3.3333333333333335,264.5,11.88,29.5,15.4,6.5138,0.217127
2022-02-18,2022-03-18,UNH,467.81,470.0,16.6,3.5484,1,20,3.3333333333333335,3.3333333333333335,506.12,8.19,36.12,19.52,4.1737,0.139123
2022-02-18,2022-03-18,V,222.69,225.0,9.45,4.2436,1,20,3.3333333333333335,3.3333333333333335,219.11,-1.61,0.0,-9.45,-4.2458,-0.141527
2022-02-18,2022-03-18,WFC,55.63,55.0,1.48,2.6604,1,20,3.3333333333333335,3.3333333333333335,51.42,-7.57,0.0,-1.48,-2.6694,-0.08898
2022-02-18,2022-03-18,XOM,77.36,77.5,2.89,3.7358,1,20,3.3333333333333335,3.3333333333333335,78.67,1.69,1.17,-1.72,-2.2234,-0.074113
2022-04-18,2022-05-13,ABBV,159.36,160.0,5.32,3.3384,1,17,3.3333333333333335,3.3333333333333335,155.47,-2.44,0.0,-5.32,-3.3384,-0.11128
2022-04-18,2022-05-13,AMZN,3055.7,3055.0,138.94,4.5469,1,17,3.3333333333333335,3.3333333333333335,2216.21,-27.47,0.0,-138.94,-4.5469,-0.151563
2022-04-18,2022-05-13,AVGO,586.5,585.0,20.05,3.4186,1,17,3.3333333333333335,3.3333333333333335,582.67,-0.65,0.0,-20.05,-3.4186,-0.113953
2022-04-18,2022-05-13,CMCSA,46.86,47.0,1.33,2.8382,1,17,3.3333333333333335,3.3333333333333335,41.87,-10.65,0.0,-1.33,-2.8382,-0.094607
2022-04-18,2022-05-13,COST,582.12,580.0,11.89,2.0425,1,17,3.3333333333333335,3.3333333333333335,494.53,-15.05,0.0,-11.89,-2.0425,-0.068083
2022-04-18,2022-05-13,CVX,173.89,175.0,6.57,3.7783,1,17,3.3333333333333335,3.3333333333333335,173.01,-0.51,0.0,-6.57,-3.7754,-0.125847
2022-04-18,2022-05-13,IBM,126.17,126.0,4.69,3.7172,1,17,3.3333333333333335,3.3333333333333335,135.03,7.02,9.03,4.34,3.4438,0.114793
2022-04-18,2022-05-13,JNJ,177.66,180.0,6.12,3.4448,1,17,3.3333333333333335,3.3333333333333335,178.08,0.24,0.0,-6.12,-3.4448,-0.114827
2022-04-18,2022-05-13,KO,64.44,64.0,0.83,1.288,1,17,3.3333333333333335,3.3333333333333335,65.96,2.36,1.96,1.13,1.7536,0.058453
2022-04-18,2022-05-13,LLY,298.82,300.0,10.51,3.5172,1,17,3.3333333333333335,3.3333333333333335,299.38,0.19,0.0,-10.51,-3.5172,-0.11724
2022-04-18,2022-05-13,MRK,86.07,86.0,1.96,2.2772,1,17,3.3333333333333335,3.3333333333333335,92.32,7.26,6.32,4.36,5.0715,0.16905
2022-04-18,2022-05-13,ORCL,78.22,78.0,1.97,2.5185,1,17,3.3333333333333335,3.3333333333333335,69.71,-10.88,0.0,-1.97,-2.5185,-0.08395
2022-04-18,2022-05-13,PEP,170.42,170.0,3.34,1.9599,1,17,3.3333333333333335,3.3333333333333335,175.47,2.96,5.47,2.13,1.2499,0.041663
2022-04-18,2022-05-13,TSLA,1004.29,1005.0,61.35,6.1088,1,17,3.3333333333333335,3.3333333333333335,724.37,-27.87,0.0,-61.35,-6.1093,-0.203643
2022-04-18,2022-05-13,UNH,534.08,535.0,15.58,2.9172,1,17,3.3333333333333335,3.3333333333333335,489.22,-8.4,0.0,-15.58,-2.9172,-0.09724
2022-04-18,2022-05-13,WMT,155.88,155.0,2.71,1.7385,1,17,3.3333333333333335,3.3333333333333335,148.21,-4.92,0.0,-2.71,-1.7385,-0.05795
2022-04-18,2022-05-13,XOM,88.55,89.0,3.93,4.4382,1,17,3.3333333333333335,3.3333333333333335,90.95,2.71,1.95,-1.99,-2.2417,-0.074723
2022-05-16,2022-06-10,IBM,135.03,135.0,3.77,2.792,1,7,3.3333333333333335,3.3333333333333335,135.11,0.06,0.11,-3.65,-2.7068,-0.090227
2022-05-16,2022-06-10,JNJ,178.08,180.0,6.04,3.3917,1,7,3.3333333333333335,3.3333333333333335,170.81,-4.08,0.0,-6.04,-3.3917,-0.113057
2022-05-16,2022-06-10,KO,65.96,66.0,1.53,2.3196,1,7,3.3333333333333335,3.3333333333333335,61.34,-7.0,0.0,-1.53,-2.3196,-0.07732
2022-05-16,2022-06-10,LLY,299.38,300.0,9.97,3.3302,1,7,3.3333333333333335,3.3333333333333335,291.28,-2.71,0.0,-9.97,-3.3302,-0.111007
2022-05-16,2022-06-10,MRK,92.32,92.0,2.04,2.2097,1,7,3.3333333333333335,3.3333333333333335,85.0,-7.93,0.0,-2.04,-2.2097,-0.073657
2022-05-16,2022-06-10,PEP,175.47,175.0,3.96,2.2568,1,7,3.3333333333333335,3.3333333333333335,159.74,-8.96,0.0,-3.96,-2.2596,-0.07532
2022-05-16,2022-06-10,XOM,90.95,91.0,3.43,3.7713,1,7,3.3333333333333335,3.3333333333333335,95.85,5.39,4.85,1.42,1.5668,0.052227
2022-06-13,2022-07-08,CRM,166.03,165.0,7.69,4.6317,1,5,3.3333333333333335,3.3333333333333335,174.36,5.02,9.36,1.68,1.0089,0.03363
2022-06-13,2022-07-08,IBM,135.11,135.0,4.14,3.0642,1,5,3.3333333333333335,3.3333333333333335,141.0,4.36,6.0,1.86,1.373,0.045767
2022-06-13,2022-07-08,INTU,363.99,365.0,21.21,5.8271,1,5,3.3333333333333335,3.3333333333333335,402.56,10.6,37.56,16.35,4.4933,0.149777
2022-06-13,2022-07-08,NOW,440.37,440.0,6.52,1.4806,1,5,3.3333333333333335,3.3333333333333335,490.4,11.36,50.4,43.89,9.9655,0.332183
2022-06-13,2022-07-08,XOM,95.85,96.0,3.95,4.121,1,5,3.3333333333333335,3.3333333333333335,85.64,-10.65,0.0,-3.95,-4.1158,-0.137193
2022-07-11,2022-08-05,AAPL,144.87,145.0,5.82,4.0174,1,29,3.3333333333333335,3.3333333333333335,164.87,13.81,19.87,14.05,9.7018,0.323393
2022-07-11,2022-08-05,ABBV,153.23,155.0,7.19,4.6923,1,29,3.3333333333333335,3.3333333333333335,140.34,-8.41,0.0,-7.19,-4.689,-0.1563
2022-07-11,2022-08-05,ABT,108.89,109.0,3.66,3.3612,1,29,3.3333333333333335,3.3333333333333335,109.0,0.1,0.0,-3.66,-3.3566,-0.111887
2022-07-11,2022-08-05,ADBE,384.16,385.0,16.44,4.2795,1,29,3.3333333333333335,3.3333333333333335,434.34,13.06,49.34,32.9,8.5641,0.28547
2022-07-11,2022-08-05,AMZN,111.75,112.0,6.41,5.736,1,29,3.3333333333333335,3.3333333333333335,139.41,24.75,27.41,21.01,18.7964,0.626547
2022-07-11,2022-08-05,COST,498.9,500.0,14.94,2.9946,1,29,3.3333333333333335,3.3333333333333335,541.9,8.62,41.9,26.96,5.4039,0.18013
2022-07-11,2022-08-05,CRM,174.36,175.0,8.02,4.5997,1,29,3.3333333333333335,3.3333333333333335,189.75,8.83,14.75,6.73,3.8598,0.12866
2022-07-11,2022-08-05,GOOG,2330.45,2330.0,108.06,4.6369,1,29,3.3333333333333335,3.3333333333333335,2362.8,1.39,32.8,-75.26,-3.2294,-0.107647
2022-07-11,2022-08-05,GOOGL,2313.53,2315.0,106.72,4.6129,1,29,3.3333333333333335,3.3333333333333335,2346.0,1.4,31.0,-75.72,-3.2729,-0.109097
2022-07-11,2022-08-05,HD,286.39,285.0,7.33,2.5594,1,29,3.3333333333333335,3.3333333333333335,311.97,8.93,26.97,19.64,6.856,0.228533
2022-07-11,2022-08-05,IBM,141.0,141.0,4.82,3.4184,1,29,3.3333333333333335,3.3333333333333335,132.61,-5.95,0.0,-4.82,-3.4184,-0.113947
2022-07-11,2022-08-05,INTU,402.56,400.0,14.75,3.6641,1,29,3.3333333333333335,3.3333333333333335,466.76,15.95,66.76,52.01,12.9198,0.43066
2022-07-11,2022-08-05,JNJ,178.35,180.0,5.22,2.9268,1,29,3.3333333333333335,3.3333333333333335,170.2,-4.57,0.0,-5.22,-2.9296,-0.097653
2022-07-11,2022-08-05,KO,62.94,63.0,1.73,2.7486,1,29,3.3333333333333335,3.3333333333333335,62.97,0.05,0.0,-1.73,-2.7487,-0.091623
2022-07-11,2022-08-05,LLY,331.07,330.0,11.46,3.4615,1,29,3.3333333333333335,3.3333333333333335,302.5,-8.63,0.0,-11.46,-3.463,-0.115433
2022-07-11,2022-08-05,MA,324.19,325.0,13.75,4.2413,1,29,3.3333333333333335,3.3333333333333335,352.16,8.63,27.16,13.41,4.1349,0.13783
2022-07-11,2022-08-05,MRK,94.3,94.0,2.25,2.386,1,29,3.3333333333333335,3.3333333333333335,88.49,-6.16,0.0,-2.25,-2.386,-0.079533
2022-07-11,2022-08-05,MSFT,264.51,265.0,10.09,3.8146,1,29,3.3333333333333335,3.3333333333333335,280.32,5.98,15.32,5.23,1.9754,0.065847
2022-07-11,2022-08-05,NFLX,177.34,175.0,12.58,7.0937,1,29,3.3333333333333335,3.3333333333333335,233.49,31.66,58.49,45.91,25.8881,0.862937
2022-07-11,2022-08-05,NOW,490.4,490.0,31.65,6.4539,1,29,3.3333333333333335,3.3333333333333335,494.95,0.93,4.95,-26.7,-5.4445,-0.181483
2022-07-11,2022-08-05,ORCL,71.57,72.0,2.37,3.3114,1,29,3.3333333333333335,3.3333333333333335,76.47,6.85,4.47,2.11,2.9412,0.09804
2022-07-11,2022-08-05,PEP,170.47,170.0,3.87,2.2702,1,29,3.3333333333333335,3.3333333333333335,173.85,1.98,3.85,-0.02,-0.0147,-0.00049
2022-07-11,2022-08-05,PG,146.04,145.0,3.62,2.4788,1,29,3.3333333333333335,3.3333333333333335,145.27,-0.53,0.27,-3.35,-2.2939,-0.076463
2022-07-11,2022-08-05,QCOM,132.24,132.0,6.73,5.0892,1,29,3.3333333333333335,3.3333333333333335,147.81,11.77,15.81,9.08,6.8663,0.228877
2022-07-11,2022-08-05,TSLA,703.03,705.0,55.48,7.8916,1,29,3.3333333333333335,3.3333333333333335,871.27,23.93,166.27,110.79,15.7582,0.525273
2022-07-11,2022-08-05,UNH,516.95,515.0,13.3,2.5728,1,29,3.3333333333333335,3.3333333333333335,536.6,3.8,21.6,8.29,1.6046,0.053487
2022-07-11,2022-08-05,V,205.06,205.0,7.37,3.5941,1,29,3.3333333333333335,3.3333333333333335,213.32,4.03,8.32,0.95,0.4633,0.015443
2022-07-11,2022-08-05,WFC,39.79,40.0,2.08,5.2274,1,29,3.3333333333333335,3.3333333333333335,43.19,8.54,3.19,1.1,2.7771,0.09257
2022-07-11,2022-08-05,WMT,125.45,125.0,2.61,2.0805,1,29,3.3333333333333335,3.3333333333333335,127.61,1.72,2.61,0.0,0.004,0.000133
2022-08-08,2022-09-02,AAPL,164.87,165.0,4.37,2.6506,1,30,3.3333333333333335,3.3333333333333335,155.81,-5.5,0.0,-4.37,-2.6475,-0.08825
2022-08-08,2022-09-02,ABT,109.0,109.0,2.4,2.2018,1,30,3.3333333333333335,3.3333333333333335,102.5,-5.96,0.0,-2.4,-2.2018,-0.073393
2022-08-08,2022-09-02,ADBE,434.34,435.0,13.43,3.092,1,30,3.3333333333333335,3.3333333333333335,368.14,-15.24,0.0,-13.43,-3.092,-0.103067
2022-08-08,2022-09-02,AMZN,139.41,139.0,4.79,3.4359,1,30,3.3333333333333335,3.3333333333333335,127.51,-8.54,0.0,-4.79,-3.4395,-0.11465
2022-08-08,2022-09-02,AVGO,545.53,545.0,20.43,3.745,1,30,3.3333333333333335,3.3333333333333335,500.22,-8.31,0.0,-20.43,-3.7459,-0.124863
2022-08-08,2022-09-02,BAC,33.49,33.0,0.65,1.9409,1,30,3.3333333333333335,3.3333333333333335,33.43,-0.18,0.43,-0.22,-0.6718,-0.022393
2022-08-08,2022-09-02,BX,102.71,103.0,5.11,4.9752,1,30,3.3333333333333335,3.3333333333333335,93.82,-8.66,0.0,-5.11,-4.9703,-0.165677
2022-08-08,2022-09-02,COST,541.9,540.0,11.57,2.1351,1,30,3.3333333333333335,3.3333333333333335,519.11,-4.21,0.0,-11.57,-2.1351,-0.07117
2022-08-08,2022-09-02,CRM,189.75,190.0,7.5,3.9526,1,30,3.3333333333333335,3.3333333333333335,153.69,-19.0,0.0,-7.5,-3.9499,-0.131663
2022-08-08,2022-09-02,DIS,109.11,109.0,4.46,4.0876,1,30,3.3333333333333335,3.3333333333333335,111.2,1.92,2.2,-2.27,-2.0759,-0.069197
2022-08-08,2022-09-02,HD,311.97,310.0,9.36,3.0003,1,30,3.3333333333333335,3.3333333333333335,291.9,-6.43,0.0,-9.36,-3.0019,-0.100063
2022-08-08,2022-09-02,INTU,466.76,465.0,19.85,4.2527,1,30,3.3333333333333335,3.3333333333333335,420.06,-10.01,0.0,-19.85,-4.2527,-0.141757
2022-08-08,2022-09-02,JPM,114.35,114.0,2.69,2.3524,1,30,3.3333333333333335,3.3333333333333335,113.71,-0.56,0.0,-2.69,-2.3481,-0.07827
2022-08-08,2022-09-02,KO,62.97,63.0,1.19,1.8898,1,30,3.3333333333333335,3.3333333333333335,61.15,-2.89,0.0,-1.19,-1.8977,-0.063257
2022-08-08,2022-09-02,MA,352.16,350.0,8.72,2.4761,1,30,3.3333333333333335,3.3333333333333335,322.56,-8.41,0.0,-8.72,-2.4761,-0.082537
2022-08-08,2022-09-02,META,170.25,170.0,7.21,4.2349,1,30,3.3333333333333335,3.3333333333333335,160.32,-5.83,0.0,-7.21,-4.2379,-0.141263
2022-08-08,2022-09-02,MSFT,280.32,280.0,6.96,2.4829,1,30,3.3333333333333335,3.3333333333333335,256.06,-8.65,0.0,-6.96,-2.4829,-0.082763
2022-08-08,2022-09-02,NFLX,233.49,235.0,12.5,5.3535,1,30,3.3333333333333335,3.3333333333333335,226.11,-3.16,0.0,-12.5,-5.3557,-0.178523
2022-08-08,2022-09-02,NKE,114.0,114.0,3.75,3.2895,1,30,3.3333333333333335,3.3333333333333335,105.74,-7.25,0.0,-3.75,-3.2895,-0.10965
2022-08-08,2022-09-02,NOW,494.95,495.0,23.03,4.653,1,30,3.3333333333333335,3.3333333333333335,434.5,-12.21,0.0,-23.03,-4.653,-0.1551
2022-08-08,2022-09-02,NVDA,177.93,180.0,12.14,6.8229,1,30,3.3333333333333335,3.3333333333333335,136.47,-23.3,0.0,-12.14,-6.8201,-0.227337
2022-08-08,2022-09-02,ORCL,76.47,76.0,1.37,1.7916,1,30,3.3333333333333335,3.3333333333333335,74.68,-2.34,0.0,-1.37,-1.7981,-0.059937
2022-08-08,2022-09-02,PEP,173.85,175.0,4.18,2.4044,1,30,3.3333333333333335,3.3333333333333335,170.66,-1.83,0.0,-4.18,-2.4072,-0.08024
2022-08-08,2022-09-02,QCOM,147.81,148.0,5.87,3.9713,1,30,3.3333333333333335,3.3333333333333335,128.48,-13.08,0.0,-5.87,-3.9679,-0.132263
2022-08-08,2022-09-02,TSLA,871.27,870.0,49.63,5.6963,1,30,3.3333333333333335,3.3333333333333335,810.63,-6.96,0.0,-49.63,-5.6963,-0.189877
2022-08-08,2022-09-02,UNH,536.6,535.0,14.75,2.7488,1,30,3.3333333333333335,3.3333333333333335,516.35,-3.77,0.0,-14.75,-2.7488,-0.091627
2022-08-08,2022-09-02,V,213.32,215.0,8.14,3.8159,1,30,3.3333333333333335,3.3333333333333335,197.76,-7.29,0.0,-8.14,-3.8159,-0.127197
2022-08-08,2022-09-02,WFC,43.19,43.0,1.05,2.4311,1,30,3.3333333333333335,3.3333333333333335,43.38,0.44,0.38,-0.66,-1.5397,-0.051323
2022-08-08,2022-09-02,WMT,127.61,128.0,4.59,3.5969,1,30,3.3333333333333335,3.3333333333333335,133.0,4.22,5.0,0.4,0.3174,0.01058
2022-08-08,2022-09-02,XOM,88.95,89.0,3.48,3.9123,1,30,3.3333333333333335,3.3333333333333335,95.59,7.46,6.59,3.11,3.502,0.116733
2022-09-02,2022-09-30,CVX,157.85,157.5,5.82,3.687,1,6,3.3333333333333335,3.3333333333333335,151.73,-3.88,0.0,-5.82,-3.6902,-0.123007
2022-09-02,2022-09-30,DIS,111.2,111.0,3.8,3.4173,1,6,3.3333333333333335,3.3333333333333335,97.13,-12.65,0.0,-3.8,-3.4173,-0.11391
2022-09-02,2022-09-30,TMO,543.55,540.0,10.5,1.9317,1,6,3.3333333333333335,3.3333333333333335,522.93,-3.79,0.0,-10.5,-1.9308,-0.06436
2022-09-02,2022-09-30,WFC,43.38,43.0,1.23,2.8354,1,6,3.3333333333333335,3.3333333333333335,41.58,-4.15,0.0,-1.23,-2.8354,-0.094513
2022-09-02,2022-09-30,WMT,133.0,133.0,3.2,2.406,1,6,3.3333333333333335,3.3333333333333335,132.53,-0.35,0.0,-3.2,-2.406,-0.0802
2022-09-02,2022-09-30,XOM,95.59,96.0,4.51,4.7181,1,6,3.3333333333333335,3.3333333333333335,91.92,-3.84,0.0,-4.51,-4.7128,-0.157093
2022-10-03,2022-10-28,ABBV,138.32,140.0,6.84,4.9451,1,5,3.3333333333333335,3.3333333333333335,146.4,5.84,6.4,-0.44,-0.3181,-0.010603
2022-10-03,2022-10-28,JNJ,163.2,165.0,5.35,3.2782,1,5,3.3333333333333335,3.3333333333333335,173.97,6.6,8.97,3.62,2.2181,0.073937
2022-10-03,2022-10-28,LLY,321.55,320.0,10.37,3.225,1,5,3.3333333333333335,3.3333333333333335,362.09,12.61,42.09,31.72,9.8663,0.328877
2022-10-03,2022-10-28,MRK,87.55,88.0,3.87,4.4203,1,5,3.3333333333333335,3.3333333333333335,101.2,15.59,13.2,9.32,10.6511,0.355037
2022-10-03,2022-10-28,NFLX,239.04,240.0,20.23,8.463,1,5,3.3333333333333335,3.3333333333333335,291.88,22.11,51.88,31.65,13.2405,0.44135
2022-10-31,2022-11-25,AAPL,153.34,152.5,4.43,2.889,1,33,3.3333333333333335,3.3333333333333335,144.22,-5.95,0.0,-4.43,-2.889,-0.0963
2022-10-31,2022-11-25,ABBV,146.4,146.0,3.7,2.5273,1,33,3.3333333333333335,3.3333333333333335,158.43,8.22,12.43,8.73,5.9631,0.19877
2022-10-31,2022-11-25,ADBE,318.5,320.0,13.0,4.0816,1,33,3.3333333333333335,3.3333333333333335,328.97,3.29,8.97,-4.03,-1.2653,-0.042177
2022-10-31,2022-11-25,AVGO,470.12,470.0,17.14,3.6459,1,33,3.3333333333333335,3.3333333333333335,522.21,11.08,52.21,35.07,7.4598,0.24866
2022-10-31,2022-11-25,BAC,36.04,36.0,1.1,3.0522,1,33,3.3333333333333335,3.3333333333333335,36.86,2.28,0.86,-0.24,-0.6659,-0.022197
2022-10-31,2022-11-25,BX,91.14,91.0,3.83,4.2023,1,33,3.3333333333333335,3.3333333333333335,88.1,-3.34,0.0,-3.83,-4.2023,-0.140077
2022-10-31,2022-11-25,CMCSA,31.74,32.0,1.53,4.8204,1,33,3.3333333333333335,3.3333333333333335,35.59,12.13,3.59,2.06,6.4902,0.21634
2022-10-31,2022-11-25,COST,501.5,500.0,12.35,2.4626,1,33,3.3333333333333335,3.3333333333333335,530.92,5.87,30.92,18.57,3.7029,0.12343
2022-10-31,2022-11-25,CRM,162.59,162.5,6.43,3.9547,1,33,3.3333333333333335,3.3333333333333335,153.69,-5.47,0.0,-6.43,-3.9517,-0.131723
2022-10-31,2022-11-25,CVX,180.9,180.0,5.4,2.9851,1,33,3.3333333333333335,3.3333333333333335,178.36,-1.4,0.0,-5.4,-2.9851,-0.099503
2022-10-31,2022-11-25,DIS,106.54,107.0,4.9,4.5992,1,33,3.3333333333333335,3.3333333333333335,95.69,-10.18,0.0,-4.9,-4.5992,-0.153307
2022-10-31,2022-11-25,HD,296.13,295.0,9.0,3.0392,1,33,3.3333333333333335,3.3333333333333335,318.92,7.7,23.92,14.92,5.0366,0.167887
2022-10-31,2022-11-25,IBM,138.29,138.0,3.61,2.6105,1,33,3.3333333333333335,3.3333333333333335,146.18,5.71,8.18,4.57,3.3083,0.110277
2022-10-31,2022-11-25,INTU,427.5,425.0,15.64,3.6585,1,33,3.3333333333333335,3.3333333333333335,385.64,-9.79,0.0,-15.64,-3.6585,-0.12195
2022-10-31,2022-11-25,JNJ,173.97,175.0,4.76,2.7361,1,33,3.3333333333333335,3.3333333333333335,177.33,1.93,2.33,-2.43,-1.3997,-0.046657
2022-10-31,2022-11-25,JPM,125.88,126.0,3.21,2.55,1,33,3.3333333333333335,3.3333333333333335,134.35,6.73,8.35,5.14,4.0833,0.13611
2022-10-31,2022-11-25,KO,59.85,60.0,1.36,2.2723,1,33,3.3333333333333335,3.3333333333333335,62.7,4.76,2.7,1.34,2.2473,0.07491
2022-10-31,2022-11-25,LLY,362.09,360.0,10.96,3.0269,1,33,3.3333333333333335,3.3333333333333335,365.77,1.02,5.77,-5.19,-1.432,-0.047733
2022-10-31,2022-11-25,MA,328.18,330.0,11.26,3.431,1,33,3.3333333333333335,3.3333333333333335,344.59,5.0,14.59,3.33,1.0147,0.033823
2022-10-31,2022-11-25,MRK,101.2,101.0,2.29,2.2628,1,33,3.3333333333333335,3.3333333333333335,108.45,7.16,7.45,5.16,5.0988,0.16996
2022-10-31,2022-11-25,NFLX,291.88,290.0,12.56,4.3031,1,33,3.3333333333333335,3.3333333333333335,281.17,-3.67,0.0,-12.56,-4.3031,-0.143437
2022-10-31,2022-11-25,NKE,92.68,93.0,3.41,3.6793,1,33,3.3333333333333335,3.3333333333333335,104.96,13.25,11.96,8.55,9.2253,0.30751
2022-10-31,2022-11-25,NOW,420.74,420.0,18.33,4.3566,1,33,3.3333333333333335,3.3333333333333335,401.93,-4.47,0.0,-18.33,-4.3566,-0.14522
2022-10-31,2022-11-25,NVDA,134.97,135.0,9.02,6.683,1,33,3.3333333333333335,3.3333333333333335,158.27,17.26,23.27,14.25,10.5616,0.352053
2022-10-31,2022-11-25,ORCL,78.07,78.0,2.32,2.9717,1,33,3.3333333333333335,3.3333333333333335,81.39,4.25,3.39,1.07,1.377,0.0459
2022-10-31,2022-11-25,PEP,181.58,180.0,1.93,1.0629,0,33,0.0,0.0,183.89,1.27,3.89,1.96,1.0794,0.0
2022-10-31,2022-11-25,PG,134.67,135.0,3.05,2.2648,1,33,3.3333333333333335,3.3333333333333335,146.6,8.86,11.6,8.56,6.3526,0.211753
2022-10-31,2022-11-25,QCOM,117.66,118.0,7.42,6.3063,1,33,3.3333333333333335,3.3333333333333335,119.54,1.6,1.54,-5.88,-4.9974,-0.16658
2022-10-31,2022-11-25,UNH,555.15,555.0,11.92,2.1472,0,33,0.0,0.0,532.27,-4.12,0.0,-11.92,-2.1481,0.0
2022-10-31,2022-11-25,V,207.16,205.0,3.72,1.7957,0,33,0.0,0.0,211.26,1.98,6.26,2.54,1.2261,0.0
2022-10-31,2022-11-25,WFC,45.99,46.0,1.46,3.1746,1,33,3.3333333333333335,3.3333333333333335,46.98,2.15,0.98,-0.48,-1.0546,-0.035153
2022-10-31,2022-11-25,WMT,142.33,142.0,3.81,2.6769,1,33,3.3333333333333335,3.3333333333333335,153.51,7.85,11.51,7.7,5.4135,0.18045
2022-10-31,2022-11-25,XOM,110.81,111.0,4.12,3.7181,1,33,3.3333333333333335,3.3333333333333335,109.81,-0.9,0.0,-4.12,-3.7136,-0.123787
2022-11-28,2022-12-23,ABBV,158.43,157.5,2.57,1.6222,1,29,3.3333333333333335,3.3333333333333335,163.1,2.95,5.6,3.04,1.9157,0.063857
2022-11-28,2022-12-23,ABT,105.39,105.0,1.25,1.1861,1,29,3.3333333333333335,3.3333333333333335,108.18,2.65,3.18,1.94,1.836,0.0612
2022-11-28,2022-12-23,ADBE,328.97,330.0,15.16,4.6083,1,29,3.3333333333333335,3.3333333333333335,338.45,2.88,8.45,-6.71,-2.0412,-0.06804
2022-11-28,2022-12-23,AVGO,522.21,520.0,16.92,3.2401,1,29,3.3333333333333335,3.3333333333333335,552.43,5.79,32.43,15.51,2.9691,0.09897
2022-11-28,2022-12-23,BAC,36.86,37.0,1.22,3.3098,1,29,3.3333333333333335,3.3333333333333335,32.47,-11.91,0.0,-1.22,-3.3098,-0.110327
2022-11-28,2022-12-23,CMCSA,35.59,35.0,0.58,1.6297,1,29,3.3333333333333335,3.3333333333333335,35.14,-1.26,0.14,-0.45,-1.2504,-0.04168
2022-11-28,2022-12-23,COST,530.92,530.0,15.14,2.8517,1,29,3.3333333333333335,3.3333333333333335,462.65,-12.86,0.0,-15.14,-2.8517,-0.095057
2022-11-28,2022-12-23,GOOG,96.25,96.0,3.1,3.2208,1,29,3.3333333333333335,3.3333333333333335,89.81,-6.69,0.0,-3.1,-3.226,-0.107533
2022-11-28,2022-12-23,GOOGL,96.05,96.0,3.18,3.3108,1,29,3.3333333333333335,3.3333333333333335,89.23,-7.1,0.0,-3.18,-3.316,-0.110533
2022-11-28,2022-12-23,HD,318.92,320.0,11.39,3.5714,1,29,3.3333333333333335,3.3333333333333335,318.73,-0.06,0.0,-11.39,-3.5714,-0.119047
2022-11-28,2022-12-23,IBM,146.18,146.0,2.95,2.0181,1,29,3.3333333333333335,3.3333333333333335,141.65,-3.1,0.0,-2.95,-2.0181,-0.06727
2022-11-28,2022-12-23,JNJ,177.33,175.0,0.68,0.3835,1,29,3.3333333333333335,3.3333333333333335,177.48,0.08,2.48,1.79,1.0122,0.03374
2022-11-28,2022-12-23,JPM,134.35,134.0,3.02,2.2479,1,29,3.3333333333333335,3.3333333333333335,131.28,-2.29,0.0,-3.02,-2.2516,-0.075053
2022-11-28,2022-12-23,KO,62.7,63.0,1.52,2.4242,1,29,3.3333333333333335,3.3333333333333335,63.82,1.79,0.82,-0.7,-1.1164,-0.037213
2022-11-28,2022-12-23,LLY,365.77,365.0,15.49,4.2349,1,29,3.3333333333333335,3.3333333333333335,367.9,0.58,2.9,-12.59,-3.4407,-0.11469
2022-11-28,2022-12-23,MA,344.59,345.0,9.21,2.6727,1,29,3.3333333333333335,3.3333333333333335,343.6,-0.29,0.0,-9.21,-2.6713,-0.089043
2022-11-28,2022-12-23,META,108.78,109.0,5.13,4.7159,1,29,3.3333333333333335,3.3333333333333335,118.04,8.51,9.04,3.91,3.5944,0.119813
2022-11-28,2022-12-23,MRK,108.45,108.0,2.28,2.1024,1,29,3.3333333333333335,3.3333333333333335,111.86,3.14,3.86,1.58,1.4615,0.048717
2022-11-28,2022-12-23,MSFT,241.76,240.0,5.82,2.4073,1,29,3.3333333333333335,3.3333333333333335,238.73,-1.25,0.0,-5.82,-2.4073,-0.080243
2022-11-28,2022-12-23,NKE,104.96,105.0,5.52,5.2591,1,29,3.3333333333333335,3.3333333333333335,116.25,10.76,11.25,5.73,5.4592,0.181973
2022-11-28,2022-12-23,NVDA,158.27,157.5,7.62,4.8146,1,29,3.3333333333333335,3.3333333333333335,152.06,-3.92,0.0,-7.62,-4.8114,-0.16038
2022-11-28,2022-12-23,ORCL,81.39,81.0,2.31,2.8382,1,29,3.3333333333333335,3.3333333333333335,80.85,-0.66,0.0,-2.31,-2.832,-0.0944
2022-11-28,2022-12-23,PEP,183.89,185.0,4.63,2.5178,1,29,3.3333333333333335,3.3333333333333335,182.26,-0.89,0.0,-4.63,-2.5151,-0.083837
2022-11-28,2022-12-23,PG,146.6,147.0,2.93,1.9986,1,29,3.3333333333333335,3.3333333333333335,152.62,4.11,5.62,2.69,1.8349,0.061163
2022-11-28,2022-12-23,QCOM,119.54,120.0,5.64,4.7181,1,29,3.3333333333333335,3.3333333333333335,110.84,-7.28,0.0,-5.64,-4.7181,-0.15727
